latitude,longitude,caminhao,moto,cars,transport,others,holiday,day_1,day_2,day_3,day_4,day_5,day_6,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,type_ATROPELAMENTO,type_CHOQUE,type_COLISÃO,type_OUTROS

